epoch,train_loss,val_loss,mAP_0.5,mAP_0.75,mAP_0.5_0.95,learning_rate,router_loss,expert_0_usage,expert_1_usage,expert_2_usage,expert_3_usage,expert_4_usage,expert_5_usage
1,22.83124257341216,2.7768611013889313,0.0,0.0,0.0,3.3400000000000005e-05,3.0845714158649686,0.10577940421298034,0.17444150089607172,0.19794756991551019,0.1708458995408991,0.13144823292661761,0.21953739250792104
2,17.5059276411805,2.3558946698904037,0.0,0.0,0.0,6.670000000000001e-05,3.116722484178181,0.09582056264731469,0.18230931037761347,0.20907059674402256,0.15515524418050208,0.12402210107653011,0.23362218497401707
3,13.67277120034906,2.118516381829977,0.0,0.0,0.0,0.0001,3.099889522866358,0.11859615381200242,0.17191730464941582,0.23925320944836026,0.14796653542957505,0.12763428715528066,0.1946325095053658
4,11.02911910527869,1.6758935637772083,0.0,0.0,0.0,9.99938933078422e-05,3.1008116806609722,0.15182088555896084,0.14956426213728205,0.23367489266953734,0.15114533813627823,0.1457840580050148,0.16801056349292676
5,9.855463317677945,1.548651471734047,0.0,0.0,0.0,9.997557473810371e-05,3.083343536038942,0.16405090523418323,0.1513839228706423,0.21777852268051476,0.1577978901516764,0.14967321826359625,0.15931554079938706
6,9.430509518973436,1.456476118415594,0.0,0.0,0.0,9.994504881061753e-05,3.065444891965842,0.1663335092206066,0.15376820752428733,0.21290702300860856,0.15655022290874995,0.1525867308655214,0.15785430647222612
7,9.100445771519142,1.3924065716564655,0.0,0.0,0.0,9.990232305719945e-05,3.052851405324815,0.16740593041597987,0.15306703177894757,0.21118032292940572,0.15485156236153205,0.15513000478545222,0.15836514772868257
8,8.656224069716055,1.2969691008329391,0.0,0.0,0.0,9.984740801978984e-05,3.041556584684155,0.16893631339029522,0.15491557651650445,0.20869661331055708,0.15402902623415918,0.15602327686428175,0.15739919368420233
9,8.298055322864387,1.205563273280859,0.0,0.0,0.0,9.978031724785246e-05,3.0349836108050767,0.17044817029188775,0.1599471399846478,0.20449746474960062,0.15151438244791027,0.15561094458781477,0.15798189793813883
10,8.027696561209764,1.1478534787893295,0.0,0.0,0.0,9.97010672950314e-05,3.026978604401214,0.1708055768384909,0.16247206614736304,0.19865731281658366,0.15491742221087132,0.15468898537152911,0.15845863661516196
11,7.822153308723546,1.1385105215013027,0.0,0.0,0.0,9.960967771506666e-05,3.0210525235043297,0.1700199011442714,0.16339663481346983,0.19544376390558268,0.157645886078647,0.15417686054210106,0.159316953515928
12,7.668604923200004,1.1026607062667608,0.0,0.0,0.0,9.950617105696959e-05,3.0162816108027592,0.16892910244929044,0.16522549373731416,0.19208511709986456,0.15848004211933192,0.15571328931891643,0.15956695527528247
13,7.519367616387862,1.0782369188964367,0.0,0.0,0.0,9.939057285945931e-05,3.010046844240985,0.1677857702339213,0.16609189833964885,0.18915618544059834,0.15906354109105544,0.15669659223958063,0.16120601265519544
14,7.42496398732632,1.0577139426022768,0.0,0.0,0.0,9.92629116446613e-05,3.0056638868549204,0.16711695223177772,0.16732666577283475,0.1863735323599078,0.16158468241655263,0.15629333932058842,0.16130482789833867
15,7.321396688871745,1.042755737900734,0.0,0.0,0.0,9.912321891107009e-05,3.003899006903926,0.16585553096653335,0.16701169470952262,0.18518083235972177,0.16182108359414754,0.15846079116955622,0.1616700672005185
16,7.233596385279788,1.0282100234180689,0.0,0.0,0.0,9.89715291257774e-05,3.001295388499393,0.16633936443664035,0.16733202128139713,0.18329751133030767,0.16214547144847763,0.15721426000022035,0.1636713715029569
17,7.150967954080316,1.0270091462880373,0.0,0.0,0.0,9.880787971596799e-05,3.0008204073845586,0.16641298914424096,0.1670336439814117,0.1822798590379565,0.16143349890067135,0.1583124993542268,0.16452750958149265
18,7.108178247379351,1.03003353998065,0.0,0.0,0.0,9.863231105968498e-05,2.9972192426271076,0.16518371560201564,0.16783684439770108,0.18112134507583402,0.16286566947480993,0.15853615351655317,0.16445627193308615
19,7.120848203007179,1.0263073686510324,0.0,0.0,0.0,9.844486647586723e-05,2.995243766639806,0.16541204627044276,0.1668188627398839,0.18321420023932988,0.16117768027301335,0.1562192970792891,0.16715791339804104
20,7.015162908578221,1.0187773946672678,0.0,0.0,0.0,9.824559221366101e-05,2.996410191813602,0.16626811961570137,0.16588647145776966,0.18189683848393803,0.16314609359852145,0.1572875142084114,0.1655149626356581
21,6.949769358091716,1.0041165836155415,0.0,0.0,0.0,9.803453744100869e-05,2.992974740040453,0.1659261882931734,0.16655276737172547,0.1792224462980336,0.16506498553080085,0.1577842944129249,0.16544931809334176
22,6.894313667393938,0.995263647288084,0.0,0.0,0.0,9.781175423251735e-05,2.992333321631709,0.16590002194211464,0.16717808808677875,0.17796650123233865,0.1642936216505929,0.15867693656885587,0.16598483051931917
23,6.855748997458929,0.9856241699308157,0.0,0.0,0.0,9.757729755661011e-05,2.9933037275000465,0.16676934331863774,0.16687923942270053,0.17808498774653983,0.16465591556556652,0.15815475439245727,0.1654557595540981
24,6.762422658220122,0.98754140175879,0.0,0.0,0.0,9.73312252619635e-05,2.9928515772276287,0.16608400275042334,0.1680316248753536,0.17683702743147836,0.1641217583022698,0.15976305773463836,0.16516252890583652
25,6.727284021015409,0.9789969958364964,0.0,0.0,0.0,9.707359806323416e-05,2.989497414118127,0.16553717009283878,0.16823274704844873,0.17553417678062178,0.16597286725617894,0.1596081775587411,0.16511486126317065
26,6.678649256501017,0.9681766089051962,0.0,0.0,0.0,9.680447952607844e-05,2.992489144771914,0.16768655933201343,0.1684378485396688,0.17580736685006412,0.16432572527380654,0.15916391392593304,0.16457858607851403
27,6.645124212096009,0.9630248919129372,0.0,0.0,0.0,9.652393605146843e-05,2.992083166219011,0.16714376099639922,0.1665678076855011,0.1751898181101142,0.16655335565507065,0.16008070794024698,0.16446454961266785
28,6.604368710819679,0.9550791252404451,0.0,0.0,0.0,9.623203685930868e-05,2.9921396170990375,0.16683854749738303,0.16664786580856342,0.1754975455524298,0.16541984009112803,0.1600825348760373,0.16551366617445842
29,6.575865956801403,0.9487951155751944,0.0,0.0,0.0,9.592885397135704e-05,2.9888813978509057,0.16611683475661554,0.16712867450589647,0.17518506926923985,0.16538558847804966,0.16039531832056247,0.165788514669636
30,6.509195889098735,0.9451530575752258,0.0,0.0,0.0,9.561446219345451e-05,2.9907562098925626,0.16687606317528156,0.16649444691106433,0.17513551325746082,0.16486399341856126,0.16076532294442722,0.1658646602932048
31,6.479298555398289,0.9386633913964033,0.7396901255224907,0.5975090690676236,0.5256566222871983,9.528893909706794e-05,2.9869918974140024,0.16734352671484765,0.16780702294005803,0.17388223519021728,0.16597531131319687,0.1590700660632377,0.16592183777844244
32,6.445701043817062,0.9360946603119373,0.7432991995535236,0.6022944455001211,0.5286260656999543,9.495236500015045e-05,2.988796707950061,0.16747750750933052,0.16708158358210598,0.17449177781114864,0.16621687010464603,0.15943717208250838,0.16529508891026043
33,6.4127138174032865,0.9328168779611588,0.7480191474079121,0.6064782050173876,0.532309935225794,9.460482294732418e-05,2.9888626201243342,0.16661847027487536,0.16704054308828303,0.17290340379929323,0.16664372022278073,0.16125963396257975,0.1655342286521879
34,6.388113233107555,0.9279234763234854,0.7510284372027975,0.6085150825724799,0.535533029083869,9.424639868939032e-05,2.986773599552203,0.16679664996696664,0.16691908126417332,0.1730860469901625,0.16780470910927944,0.15938857916791496,0.1660049335015031
35,6.348332012755962,0.9295736197382212,0.7528966263205812,0.6114265885151955,0.5367929373294866,9.387718066217123e-05,2.987340136419369,0.1668102144378772,0.16698670469575666,0.17260614388002984,0.16781407473056234,0.16086763779700486,0.1649152244587691
36,6.32335280768479,0.9270340409129858,0.7590706478276089,0.618671644005496,0.5428099148551576,9.349725996469046e-05,2.984627678424497,0.1662255836310799,0.16682063379176204,0.17295460255397618,0.1675835595002323,0.15999248413642514,0.16642313638652445
37,6.289245201062553,0.9254990350455046,0.7620448345004319,0.6207672989673837,0.5455282533268785,9.31067303366952e-05,2.9855051614061185,0.16656400089998635,0.16478874237536165,0.1728158943260112,0.1674091554124081,0.1612829589000324,0.16713924808620026
38,6.26276616205143,0.9189846012741327,0.7658133407673343,0.6242958546051077,0.548456827585344,9.270568813552755e-05,2.98443406141257,0.16638077594147965,0.16644134150143708,0.17259632761658295,0.1669168210512053,0.16037919893135041,0.16728553495794463
39,6.245179043540472,0.9174495469778776,0.7694578938846895,0.6267525119189742,0.5509112696333879,9.229423231234973e-05,2.987296955494941,0.16744022526083313,0.16558334590210053,0.17126540921944924,0.16677211951489193,0.16150990650620006,0.1674289935965251
40,6.217843085904665,0.9094768092036247,0.774400268974331,0.6327181717228682,0.5550181569792445,9.187246438772937e-05,2.9868614281280133,0.16671064673853045,0.1658141298889993,0.17063938477755342,0.1665784394374824,0.16171837441107656,0.16853902474635785
41,6.190390128123609,0.9108285550028086,0.7801919399503361,0.6367619220938635,0.5597336802904764,9.144048842659079e-05,2.9834576739540584,0.16634107834566936,0.1683771630784269,0.17070873524254904,0.16828659324186937,0.1605511989415886,0.16573523114989674
42,6.156403770929651,0.9075053408741951,0.7801936615179025,0.6374238896146434,0.5612531781716561,9.099841101253865e-05,2.9863448837135413,0.1666514834289611,0.16587243239019678,0.17040822487529322,0.16750138957701807,0.16287707260073767,0.16668939712779313
43,6.130789702451682,0.9035652484744787,0.7860793156560766,0.6422952456591372,0.5653516496580152,9.054634122155989e-05,2.9855722415296335,0.1664820048671321,0.16669643939442272,0.17025826778016667,0.1666580715637133,0.162226188374884,0.16767902801968118
44,6.1142290815522395,0.9041810091584921,0.7886493166880332,0.6460929726791937,0.56761910504491,9.008439059511098e-05,2.9816789838332163,0.16580759307118678,0.16911752439144295,0.16937282391981767,0.16729794954635305,0.16153041640533294,0.1668736926658666
45,6.073165120957773,0.9019616991281509,0.7892519257204026,0.647713619873567,0.568342467561667,8.961267311259666e-05,2.9817312005199965,0.16582348677930814,0.16811501782095087,0.16883755348767285,0.16869412780876766,0.16193946975402407,0.16659034434927644
46,6.058297815202158,0.8996510040014982,0.792038090208995,0.6498349155192173,0.5712889203712931,8.913130516324732e-05,2.9830392523656917,0.16556068551633962,0.16799084001596937,0.16949987681695,0.16638537203947404,0.1624409370159555,0.1681222885953115
47,6.035730820667895,0.8954404573887587,0.7944981219577749,0.6517211693665429,0.5736447723803203,8.864040551740156e-05,2.9822139438194566,0.1657584392132533,0.16779990782699475,0.16962346936491235,0.16716626283235492,0.16170197418658389,0.1679499465759008
48,6.0026627794096745,0.8972412664443254,0.7954320824845871,0.6536158896530596,0.5743846287457904,8.814009529720153e-05,2.980606543866894,0.16562689748587103,0.16505402482849205,0.1691103984702637,0.16968663264107386,0.16281313382220353,0.16770891275209582
49,5.986873397344275,0.8984129298478365,0.7979258973440702,0.6580029410913707,0.577411557270134,8.763049794670775e-05,2.9805278959153574,0.16478825136612021,0.16739446365551003,0.16955775415528232,0.16794215690459927,0.16256812813069216,0.167749245787796
50,6.0022858426540715,0.8928413968533278,0.799588462653705,0.6594615695902364,0.5780876864548498,8.711173920144117e-05,2.979895558538316,0.1651194662942545,0.16898627155266327,0.16880417504080344,0.1665979376330075,0.16246427595911545,0.16802787352015586
51,5.934950707833978,0.8929041847586632,0.7993124570248992,0.6586353414111469,0.5784405410373622,8.658394705735987e-05,2.9807789265354976,0.16543407287186102,0.16673340369119644,0.16919397648655835,0.16749466725026066,0.16291359649730017,0.1682302832028234
52,5.902179705945751,0.8932328149676323,0.7997212492446775,0.6594870780890144,0.5793285984794182,8.604725173927785e-05,2.980645919147926,0.1650072944127358,0.16617823961505976,0.1692582805092723,0.16795874106683276,0.16352272856537528,0.16807471583072411
53,5.882296761379966,0.8919240720570087,0.8009123969049126,0.659654098405218,0.5802686066387251,8.55017856687341e-05,2.980366233028943,0.16511326884912728,0.1656892736831405,0.1691499957319857,0.1682883350033489,0.16338135823445177,0.16837776849794586
54,5.866995781282835,0.8917733952403069,0.8024011921472779,0.6627845551486174,0.5819864491678894,8.494768343131955e-05,2.9785635561882695,0.16436745867219477,0.1687945392370524,0.1690145112422261,0.1673093073938234,0.16267208844947642,0.16784209500522687
55,5.845428412473654,0.888915341347456,0.8040779946744362,0.6648835011037594,0.5838929959314089,8.438508174347009e-05,2.9806061877480037,0.16410311065637834,0.16816630785408762,0.16833745434909267,0.1666965085049239,0.1638606457205383,0.16883597291497918
56,5.82418740550174,0.8918657563626766,0.8048197045486665,0.6651758925579507,0.5836075633987825,8.381411941873378e-05,2.9805052672760395,0.16563282680772407,0.16831431288128781,0.1676991750584603,0.16748711672386649,0.16300273536611085,0.1678638331625505
57,5.802263688437546,0.8905784487724304,0.8045325986913221,0.6634129154293776,0.5832287563524862,8.323493733352076e-05,2.9816915053355544,0.1639314345721384,0.16765017985867434,0.16905559255180186,0.16679677606172114,0.16373275761482353,0.16883325934084073
58,5.803871456580826,0.889031520113349,0.8058221508540012,0.6658722250530204,0.5844963835168224,8.264767839234409e-05,2.980173611942726,0.16464112336897227,0.16715031499192798,0.167111754320834,0.16827876865405705,0.1639409147690384,0.1688771238951703
59,5.775396980816805,0.8896992411464453,0.8052092777598384,0.6651348610629275,0.5835045733710302,8.205248749256013e-05,2.979628831525392,0.16527882876698477,0.1685700657697516,0.16766364301062908,0.16800350719976387,0.16370855333153822,0.16677540192133244
60,5.738895893096924,0.8910699225962162,0.8045021262783217,0.6653095402292624,0.5837639770648835,8.144951148861741e-05,2.9796667762949496,0.16491862384508602,0.16707008852339952,0.16743927687454674,0.16843978441961138,0.1635564859955619,0.16857574034179443
61,5.736348936829386,0.8883096352219582,0.8056206315901605,0.6660133573865624,0.5839002595248148,8.083889915582234e-05,2.983072549481935,0.16423261901181077,0.16762467738913367,0.16675955228598174,0.1672580236286794,0.16536155705096958,0.16876357063342481
62,5.723649157753473,0.8879428990185261,0.8079935429673861,0.6680739845131202,0.5863350043601111,8.022080115363126e-05,2.979310409932197,0.16381236962482076,0.16722742393710444,0.16752224685726033,0.16746553310045248,0.16375095926002725,0.1702214672203347
63,5.719182074824466,0.8880066126585007,0.8098267970332689,0.6695972555440549,0.5877586943828259,7.959536998847742e-05,2.980441476725325,0.16420114550180606,0.16814065534270148,0.168409082248853,0.16835352722748037,0.16352567122752024,0.16736991845163882
64,5.676281627220444,0.88892737403512,0.8075506622823625,0.6679747037780377,0.5860528396982823,7.896275997614229e-05,2.98275220846828,0.16453457648996447,0.1694126088462028,0.16528372757021287,0.16840517563716384,0.16548734072011362,0.1668765707363424
65,5.661090271382392,0.8886355571448803,0.8092118959156991,0.6693223166549078,0.5868822612611623,7.832312720368047e-05,2.981667316412624,0.16420586533485734,0.1684926976531268,0.16671784635856493,0.16801457626058425,0.16432235244610494,0.16824666194676174
66,5.647322914268397,0.8890931494534016,0.8095557428578363,0.6698348189804713,0.588313762133694,7.767662949090751e-05,2.9812306844735446,0.16435384653167742,0.16763158747090734,0.16623706157234042,0.16937616855611046,0.16448340432317266,0.16791793154579174
67,5.626449041728732,0.8886269088834524,0.8108582090163335,0.6681359450285796,0.5869637775770175,7.702342635146032e-05,2.9821132436583313,0.16542385856244488,0.16715135826012573,0.16600513175585171,0.16829375003790137,0.16460046252152352,0.16852543886215282
68,5.612598419189453,0.8903242498636246,0.8087499130835203,0.6668389600283255,0.5864371593634893,7.636367895343945e-05,2.981378150891654,0.16447559506816706,0.1700566449219477,0.16593610234078846,0.16859169922693334,0.16464895984683536,0.1662909985953281
69,5.591547054580495,0.8894601091742516,0.8086175485779068,0.6669012548603913,0.5856880590767669,7.569755007964337e-05,2.980301365067687,0.1631862459524522,0.1677249488698107,0.1658292001395896,0.16961688125193258,0.165089449874309,0.16855327391190592
70,5.563731483266324,0.8895059525966644,0.8091879203991487,0.667465525489619,0.5858942491984169,7.502520408740417e-05,2.980463999736158,0.16443606038649655,0.1676673273900151,0.1665073376466545,0.16850280727625577,0.16493621342038,0.16795025388019805
71,5.526877801629562,0.8934254981577396,0.8082303716097993,0.6664926223925244,0.5844874497280866,7.434680686803489e-05,2.9810636526421654,0.16496586679793593,0.16858793565959782,0.1663740989001583,0.16809807333248805,0.16440186362559567,0.16757216168422429
72,5.51625814317148,0.8930271454155445,0.8080259783637064,0.6658805709948705,0.5847985193253914,7.366252580589837e-05,2.9853911641277846,0.16424454284903608,0.16757800724680036,0.1658376841410976,0.1676263593949641,0.16667915321042323,0.16803425315767867
73,5.488164503363114,0.8943915124982595,0.8083068372204074,0.6647973084907072,0.5845080309295401,7.297252973710755e-05,2.981499801708173,0.16416368690773075,0.16700182299486538,0.1661389529563681,0.1694742775282518,0.16487819015227828,0.16834306946050567
74,5.4729993192455435,0.8949847258627415,0.8086826564798083,0.6649387506445705,0.5845521179097388,7.227698890786778e-05,2.9814973541452914,0.1644840761612022,0.16789466288137522,0.1664123868681694,0.16935621584699453,0.16505364867941713,0.16679900956284152
75,5.460776745518552,0.8965963013470173,0.8085033954159683,0.6635818919798802,0.5841363167457928,7.157607493247108e-05,2.9824692056148865,0.16428397230318886,0.16806798495638112,0.1667990928892629,0.1698361860963487,0.16513772149396688,0.16587504226085156
76,5.455871322486974,0.8957334440201521,0.8086188573679932,0.6635538609684186,0.5837950073209901,7.086996075095288e-05,2.9822288193280184,0.16412787818656846,0.16736860261080655,0.16721089619607143,0.16883237089700776,0.16507287068750384,0.16738738142204196
77,5.421555507032177,0.8982547018676996,0.8073240778925712,0.6627873886503454,0.5828677841812382,7.015882058642162e-05,2.9830114418947242,0.16439688956799162,0.1685876077898743,0.16577835077071087,0.16847964106590835,0.1655880605250313,0.16716945028048358
78,5.427455262292789,0.8980267755687237,0.8082915875867281,0.6631463106177115,0.5837581036132867,6.944282990207194e-05,2.9820570191250573,0.16383300525318595,0.16759386126379525,0.16651717638859168,0.16919176595127805,0.1655207815440456,0.16734340959910346
79,5.399760270420509,0.8992944601923227,0.808300558899551,0.6625938194116177,0.5828351227773606,6.872216535789156e-05,2.984992012192931,0.16387462388227914,0.16964831885568066,0.16569832966518877,0.16716027133637418,0.16651710560357813,0.16710135065689913
80,5.384086614922632,0.9011925328522921,0.8076899720496228,0.6609103827611217,0.5822469983747478,6.799700476707322e-05,2.9834900143780287,0.1645262019826452,0.16826583785655597,0.16551732903569408,0.16809438380890723,0.16538871627937074,0.1682075310368268
81,5.362379152563554,0.9024372883141041,0.8056678560810066,0.6590213352298732,0.5810293820551907,6.726752705214193e-05,2.985587693467925,0.1638303388777772,0.1675678880968255,0.16657593907949694,0.1676295899789733,0.1660623799796001,0.168333863987327
82,5.339591690256626,0.9042078740894794,0.8053615778011552,0.6600773637179638,0.5806634451385791,6.653391220080839e-05,2.98381948772865,0.16369550282855788,0.16708837281480748,0.16602051116347671,0.16939371747300142,0.16652964095543502,0.16727225476472146
83,5.335923496680923,0.9036472849547863,0.8045728586248594,0.6585435097722849,0.57987895302133,6.579634122155988e-05,2.984308019469056,0.16336761221768245,0.16714901827261378,0.16647186400522074,0.16788167844172058,0.16572537169447282,0.16940445536828963
84,5.309601222412495,0.9057041574269533,0.8049604236872934,0.6572734455007354,0.5794794619819388,6.505499609899904e-05,2.9865069238445425,0.1639102039451617,0.1686382871409298,0.16635641121678826,0.16832269625769147,0.1663968715864342,0.16637552985299459
85,5.291530584987206,0.9076478276401758,0.804403046502064,0.657225234709755,0.5788392523552649,6.431005974894185e-05,2.9875513179392756,0.1637858798518234,0.16667857625335067,0.16655299232809312,0.1682270891548104,0.1662710728582297,0.1684843895536927
86,5.278067449980144,0.9096652083098888,0.8033917781501047,0.6556932443561363,0.5775501834441099,6.356171597328594e-05,2.987384065797057,0.16420036015058517,0.16851317584652623,0.16567362268344527,0.16728681939126946,0.16667306365752216,0.16765295827065171
87,5.27196186403685,0.9082415103912354,0.8040535121649371,0.6542149356111414,0.5775690199582937,6.28101494146603e-05,2.985696454591389,0.16370218295495093,0.16904001107720493,0.16562187676964563,0.16926865594805074,0.16662965389060194,0.16573761935954584
88,5.244194712819932,0.9117855634540319,0.8032428085773388,0.6534344802791943,0.5770491118917939,6.205554551086731e-05,2.9863317103325566,0.1636499241491564,0.169544281321681,0.16533329147969975,0.1691599727454813,0.16656797367051757,0.16574455663346396
89,5.212329671352724,0.9140946883708239,0.8017835209411934,0.6515802982931188,0.5756156017860171,6.129809044912885e-05,2.9842242198654367,0.1643586369431563,0.16869551289589002,0.1655651657391432,0.16861881315479843,0.1666254216258706,0.1661364496411414
90,5.201809865009936,0.9160597547888756,0.8021957424336151,0.651096660880325,0.5753335318254198,6.0537971120147364e-05,2.9826077992403053,0.16344894342542932,0.16900832759926845,0.1657925541173422,0.17023986648048237,0.16635000802946334,0.16516030034801432
91,5.185801161995417,0.9168419595807791,0.8020313962543181,0.6512521593776253,0.575097471426206,5.977537507199337e-05,2.987476291535776,0.16397534484561715,0.16768649480054837,0.16541518067712035,0.16832384292014466,0.1672180212559644,0.16738111550060505
92,5.16765417026568,0.9181864056736231,0.8009070280915817,0.6504670946866905,0.5738932547801653,5.9010490463830756e-05,2.9860730533358417,0.16330705579604193,0.16748241854301152,0.1660462544378004,0.16977512656196178,0.16659405861753562,0.16679508604364873
93,5.160162406631663,0.9201846104115248,0.8007495857655431,0.6493309526419024,0.5733438928342685,5.8243506019491416e-05,2.9874645637560495,0.16354722138645805,0.16830076342610673,0.16563832110272503,0.16798086135632787,0.16623464772362737,0.16829818500475496
94,5.151435610614246,0.9209493454545736,0.8000447227089456,0.6480506147842855,0.5724636750249368,5.7474610980910334e-05,2.988245535500442,0.16392304577784722,0.1669889298736133,0.16566135423873088,0.168323855837206,0.16720208940621034,0.16790072486639226
95,5.114745894564858,0.9235660582780838,0.7995575040558959,0.6461352760557161,0.5716269450289615,5.6703995061433054e-05,2.9865918431100966,0.16417513265605418,0.16639095539023543,0.16532490734074606,0.16849452043836494,0.16703019314010434,0.16858429103449502
96,5.104688922061196,0.9244027733802795,0.7980067196317574,0.6448278476217925,0.5701520503512957,5.593184839900673e-05,2.9876933701430697,0.16348946463683892,0.1683721654077954,0.16513722513933568,0.16854493598339412,0.16694611974164536,0.1675100890909905
97,5.0901156075393095,0.9274498652666807,0.7967943732405212,0.6446295118676183,0.5692279424406018,5.515836150926645e-05,2.9859536508970623,0.1637441651969899,0.16794768908628857,0.16514093463991766,0.17001543648424225,0.1665997019137196,0.166552072678842
98,5.069707284999799,0.9298558365553617,0.7946197487605313,0.6426541416612742,0.5675508127868508,5.4383725238528314e-05,2.986179587207263,0.16352215646257057,0.168946086307592,0.1652401894331972,0.168315534955121,0.16700849980740295,0.16696753303411627
99,5.091982207720792,0.9281344730407,0.7954341902187128,0.643642278137773,0.5679139531224853,5.3608130716701005e-05,2.988719587084613,0.16359949650184635,0.16826079910786154,0.1654559860237328,0.16810194558253932,0.1678076934148284,0.16677407936919159
100,5.072877075098738,0.9299484007060528,0.7942677726519425,0.6425309367505193,0.5675344144737022,5.28317693101273e-05,2.989636662640149,0.1628157281556844,0.16785051969923637,0.1654909769138898,0.1693687122781052,0.16847075150088997,0.16600331145219424
101,5.043141226225261,0.9322598818689585,0.7953683852505828,0.642118778875687,0.5673005738261128,5.205483257436734e-05,2.9896059217332285,0.16364710946048022,0.1691425242365388,0.16433108431321786,0.1685731666650686,0.16772547820531533,0.16658063711937918
